category,word,dic,obt
Habitat,farmhouse cheeses,OntoBiotope,003428
Habitat,farmhouse,OntoBiotope,000583
Microorganism,Yarrowia lipolytica,NCBI_Taxonomy,4952
Microorganism,Geotrichum spp.,NCBI_Taxonomy,43987
Microorganism,Debaryomyces hansenii,NCBI_Taxonomy,4959
Habitat,cheese from the industrial dairy,OntoBiotope,003428
Habitat,industrial dairy,OntoBiotope,001988
Microorganism,D. hansenii,NCBI_Taxonomy,4959
Microorganism,Streptococcus thermophilus,NCBI_Taxonomy,1308
Habitat,farmhouse,OntoBiotope,000583
Habitat,farmhouse raw milk cheese,OntoBiotope,003428
Habitat,raw milk,OntoBiotope,001276
Microorganism,Vagococcus carniphilus,NCBI_Taxonomy,218144
Microorganism,Psychrobacter spp.,NCBI_Taxonomy,497
Microorganism,Lb. curvatus,NCBI_Taxonomy,28038
Habitat,cheese surfaces,OntoBiotope,001341
Habitat,cheese,OntoBiotope,003428
Habitat,cheese,OntoBiotope,001480
Habitat,Cheeses,OntoBiotope,003428
Habitat,complex microbiota,OntoBiotope,000113
Habitat,milk,OntoBiotope,001645
Habitat,cheese,OntoBiotope,003428
Phenotype,lactic acid bacteria,OntoBiotope,000019
Phenotype,LAB,OntoBiotope,000019
Habitat,starter cultures,OntoBiotope,001030
Phenotype,mesophilic,OntoBiotope,000343
Microorganism,Lactocococcus lactis,NCBI_Taxonomy,1358
Phenotype,thermophilic,OntoBiotope,000449
Microorganism,Streptococcus thermophilus,NCBI_Taxonomy,1308
Phenotype,LAB,OntoBiotope,000019
Habitat,starter,OntoBiotope,001030
Microorganism,Debaryomyces hansenii,NCBI_Taxonomy,4959
Habitat,semi-soft cheeses,OntoBiotope,003458
Microorganism,Geotrichum candidum,NCBI_Taxonomy,1173061
Habitat,soft cheeses,OntoBiotope,003459
Phenotype,coagulase-negative,OntoBiotope,000235
Microorganism,staphylococci,NCBI_Taxonomy,1279
Microorganism,Staphylococcus equorum,NCBI_Taxonomy,246432
Microorganism,D. hansenii,NCBI_Taxonomy,4959
Microorganism,staphylococci,NCBI_Taxonomy,1279
Habitat,cheese,OntoBiotope,001480
Habitat,cheese surface,OntoBiotope,001341
Habitat,cheese brine,OntoBiotope,001944
Habitat,cheese,OntoBiotope,001480
Microorganism,D. hansenii,NCBI_Taxonomy,4959
Microorganism,D. hansenii,NCBI_Taxonomy,4959
Habitat,cheeses of the Danish Danbo type,OntoBiotope,003458
Habitat,ripening culture,OntoBiotope,001030
Habitat,dairy housemicrobiota,OntoBiotope,000113
Habitat,ripening room,OntoBiotope,003301
Microorganism,D. hansenii,NCBI_Taxonomy,4959
Habitat,cheese,OntoBiotope,001480
Habitat,cheese surface,OntoBiotope,001341
Habitat,cheese,OntoBiotope,001480
Habitat,acid tolerant bacterial microbiota,OntoBiotope,000113
Phenotype,acid tolerant,OntoBiotope,002883
Phenotype,Gram-positive,OntoBiotope,000649
Microorganism,coryneforms,NCBI_Taxonomy,1653
Microorganism,Brevibacterium spp.,NCBI_Taxonomy,1696
Microorganism,Corynebacterium spp.,NCBI_Taxonomy,1716
Microorganism,Microbacterium spp.,NCBI_Taxonomy,33882
Phenotype,Gram-positive,OntoBiotope,000649
Microorganism,Marinilactibacillus spp.,NCBI_Taxonomy,191769
Phenotype,Gram-negative,OntoBiotope,000648
Microorganism,Halomonas spp.,NCBI_Taxonomy,2745
Microorganism,Vibrio spp.,NCBI_Taxonomy,662
Microorganism,Proteus spp.,NCBI_Taxonomy,583
Microorganism,Enterobacteriaceae,NCBI_Taxonomy,543
Habitat,cheese,OntoBiotope,001480
Habitat,cheese surfaces,OntoBiotope,001341
Phenotype,Gram-negative,OntoBiotope,000648
Habitat,cheese,OntoBiotope,001480
Habitat,cheese,OntoBiotope,001480
Habitat,cheeses  from dairies C,OntoBiotope,001480
Habitat,cheeses  from dairies A,OntoBiotope,001480
Habitat,dairies,OntoBiotope,001988
Phenotype,LAB,OntoBiotope,000019
Habitat,starter  cultures,OntoBiotope,001030
Microorganism,Leuconostoc mesenteroides,NCBI_Taxonomy,1245
Microorganism,Lactococcus lactis subsp. lactis,NCBI_Taxonomy,1360
Habitat,cheeses from dairies C,OntoBiotope,001480
Habitat,cheeses from dairies A,OntoBiotope,001480
Habitat,dairies,OntoBiotope,001988
Habitat,starter,OntoBiotope,001030
Phenotype,lactic acid bacteria,OntoBiotope,000019
Phenotype,NSLAB,OntoBiotope,000019
Microorganism,Lactobacillus paracasei,NCBI_Taxonomy,1597
Habitat,cheese from dairy A,OntoBiotope,001480
Habitat,dairy,OntoBiotope,001988
Phenotype,NSLAB,OntoBiotope,000019
Microorganism,Lb. parabuchneri,NCBI_Taxonomy,152331
Habitat,cheeses from  dairies B,OntoBiotope,001480
Habitat,cheeses from  dairies D,OntoBiotope,001480
Habitat,dairies,OntoBiotope,001988
Phenotype,NSLAB,OntoBiotope,000019
Habitat,cheese from dairy  B,OntoBiotope,001480
Habitat,dairy,OntoBiotope,001988
Phenotype,NSLAB,OntoBiotope,000019
Microorganism,Lb. brevis,NCBI_Taxonomy,1580
Microorganism,Lb. oligofermentans,NCBI_Taxonomy,293371
Microorganism,Lb. farminis,NCBI_Taxonomy,1612
Habitat,cheese from dairy D,OntoBiotope,001480
Habitat,dairy,OntoBiotope,001988
Phenotype,NSLAB,OntoBiotope,000019
Microorganism,Lb. paracasei,NCBI_Taxonomy,1597
Phenotype,LAB,OntoBiotope,000019
Habitat,starter cultures,OntoBiotope,001030
Microorganism,Lc. lactis subsp. lactis,NCBI_Taxonomy,1360
Microorganism,Lc. lactis subsp. cremoris,NCBI_Taxonomy,1359
Habitat,cheeses from dairies D,OntoBiotope,001480
Habitat,cheeses from dairies B,OntoBiotope,001480
Habitat,dairies,OntoBiotope,001988
Phenotype,Gram-positive,OntoBiotope,000649
Microorganism,Actinobacteria,NCBI_Taxonomy,1760
Microorganism,Corynebacterium casei,NCBI_Taxonomy,160386
Microorganism,C. variabile,NCBI_Taxonomy,1727
Habitat,cheese from dairy A,OntoBiotope,001480
Habitat,dairy,OntoBiotope,001988
Microorganism,Brachybacterium alimentarum,NCBI_Taxonomy,47845
Microorganism,Brevibacterium,NCBI_Taxonomy,1696
Habitat,cheeses from the farmhouses,OntoBiotope,001480
Habitat,farmhouses,OntoBiotope,000583
Habitat,dairies,OntoBiotope,001988
Microorganism,B. permense,NCBI_Taxonomy,234834
Habitat,cheese from dairy A,OntoBiotope,001480
Habitat,dairy,OntoBiotope,001988
Microorganism,B. linens,NCBI_Taxonomy,1703
Habitat,cheese from dairy B,OntoBiotope,001480
Habitat,dairy,OntoBiotope,001988
Microorganism,B. aurantiacum,NCBI_Taxonomy,273384
Habitat,cheese from dairy C,OntoBiotope,001480
Habitat,dairy,OntoBiotope,001988
Microorganism,Brevibacterium  spp.,NCBI_Taxonomy,1696
Habitat,cheese from dairy D,OntoBiotope,001480
Habitat,dairy,OntoBiotope,001988
Phenotype,coagulase negative,OntoBiotope,000235
Microorganism,staphylococci,NCBI_Taxonomy,1279
Microorganism,Staphylococcus saprophyticus,NCBI_Taxonomy,29385
Habitat,cheeses from dairies D,OntoBiotope,001480
Habitat,cheeses from dairies B,OntoBiotope,001480
Habitat,dairies,OntoBiotope,001988
Microorganism,Staph. equorum,NCBI_Taxonomy,246432
Habitat,cheeses from dairies C,OntoBiotope,001480
Habitat,cheeses from dairies D,OntoBiotope,001480
Habitat,dairies,OntoBiotope,001988
Phenotype,Gram-negative,OntoBiotope,000648
Microorganism,Proteus vulgaris,NCBI_Taxonomy,585
Microorganism,Alcaligenes faecalis,NCBI_Taxonomy,511
Habitat,cheese from dairy C,OntoBiotope,001480
Habitat,dairy,OntoBiotope,001988
Habitat,surface yeast microbiota,OntoBiotope,000113
Habitat,yeast surface  microbiota,OntoBiotope,000113
Habitat,farmhouse,OntoBiotope,000583
Habitat,farmhouse cheeses,OntoBiotope,001480
Habitat,cheese,OntoBiotope,001480
Habitat,industrial dairy,OntoBiotope,001988
Habitat,dairy,OntoBiotope,001988
Habitat,cheese from dairy A,OntoBiotope,001480
Habitat,dairy,OntoBiotope,001988
Microorganism,Yarrowia lipolytica,NCBI_Taxonomy,4952
Microorganism,Scopulariopsis brevicaulis,NCBI_Taxonomy,561152
Habitat,yeast microbiota,OntoBiotope,000113
Habitat,cheese from dairy B,OntoBiotope,001480
Habitat,dairy,OntoBiotope,001988
Microorganism,Geotrichum spp.,NCBI_Taxonomy,43987
Microorganism,Kluyveromyces marxianus,NCBI_Taxonomy,4911
Microorganism,Debaryomyces hansenii,NCBI_Taxonomy,4959
Habitat,cheese from dairy C,OntoBiotope,001480
Habitat,dairy,OntoBiotope,001988
Microorganism,D. hansenii,NCBI_Taxonomy,4959
Microorganism,Geothrichum spp.,NCBI_Taxonomy,43987
Habitat,cheese from dairy D,OntoBiotope,001480
Habitat,dairy,OntoBiotope,001988
Microorganism,D. hansenii,NCBI_Taxonomy,4959
Habitat,interior of the cheese from dairy A,OntoBiotope,000373
Habitat,cheese from dairy A,OntoBiotope,001480
Habitat,dairy,OntoBiotope,001988
Microorganism,Streptococcus thermophilus,NCBI_Taxonomy,1308
Habitat,cheese surface samples,OntoBiotope,001341
Habitat,cheese,OntoBiotope,001480
Microorganism,Vagococcus carniphilus,NCBI_Taxonomy,218144
Habitat,cheeses from dairies A,OntoBiotope,001480
Habitat,cheeses from dairies D,OntoBiotope,001480
Habitat,cheeses from dairies B,OntoBiotope,001480
Habitat,dairies,OntoBiotope,001988
Microorganism,Psychrobacter spp.,NCBI_Taxonomy,497
Habitat,cheeses from dairies A,OntoBiotope,001480
Habitat,cheeses from dairies C,OntoBiotope,001480
Habitat,dairies,OntoBiotope,001988
Microorganism,Lb. curvatus,NCBI_Taxonomy,28038
Habitat,cheese from dairy B,OntoBiotope,001480
Habitat,dairy,OntoBiotope,001988
Habitat,cheese,OntoBiotope,003428
Habitat,cheese surface,OntoBiotope,001341
Habitat,cheese,OntoBiotope,001480
Microorganism,Streptococcus thermophilus,NCBI_Taxonomy,1308
Habitat,raw milk,OntoBiotope,001276
Habitat,raw milk  cheese from dairy A,OntoBiotope,001480
Habitat,dairy,OntoBiotope,001988
Phenotype,thermophilic,OntoBiotope,000449
Phenotype,lactic acid bacterium,OntoBiotope,000019
Phenotype,mesophilic,OntoBiotope,000343
Phenotype,LAB,OntoBiotope,000019
Habitat,starter culture,OntoBiotope,001030
Habitat,raw milk cheese from dairy A,OntoBiotope,001480
Habitat,raw milk,OntoBiotope,001276
Habitat,dairy,OntoBiotope,001988
Microorganism,Str. thermophilus,NCBI_Taxonomy,1308
Habitat,GM17 agar,OntoBiotope,000031
Microorganism,Str. thermophilus,NCBI_Taxonomy,1308
Phenotype,LAB,OntoBiotope,000019
Habitat,starter culture,OntoBiotope,001030
Microorganism,Str. thermophilus,NCBI_Taxonomy,1308
Habitat,raw milk,OntoBiotope,001276
Habitat,raw milk,OntoBiotope,001276
Microorganism,Str. thermophilus,NCBI_Taxonomy,1308
Microorganism,Str. thermophilus,NCBI_Taxonomy,1308
Habitat,milk,OntoBiotope,001645
Habitat,cheese,OntoBiotope,003428
Microorganism,Lactococcus lactis,NCBI_Taxonomy,1358
Microorganism,Lactococcus lactis subsp. lactis,NCBI_Taxonomy,1360
Habitat,cheese,OntoBiotope,001480
Microorganism,Lc. lactis subsp. cremoris,NCBI_Taxonomy,1359
Microorganism,Lc. lactis subsp. cremoris,NCBI_Taxonomy,1359
Habitat,cheeses,OntoBiotope,001480
Phenotype,LAB,OntoBiotope,000019
Habitat,starter culture,OntoBiotope,001030
Phenotype,NSLAB,OntoBiotope,000019
Microorganism,Lactobacillus paracasei,NCBI_Taxonomy,1597
Habitat,cheeses,OntoBiotope,001480
Microorganism,Lb. paracasei,NCBI_Taxonomy,1597
Phenotype,NSLAB,OntoBiotope,000019
Habitat,Danbo cheeses,OntoBiotope,003458
Microorganism,Brevibacterium linens,NCBI_Taxonomy,1703
Habitat,farmhouse cheeses,OntoBiotope,001480
Habitat,farmhouse,OntoBiotope,000583
Microorganism,Brevibacterium  spp.,NCBI_Taxonomy,1696
Habitat,cheese from the industrial dairy,OntoBiotope,001480
Habitat,industrial dairy,OntoBiotope,001988
Microorganism,B. linens,NCBI_Taxonomy,1703
Habitat,cheese surfaces,OntoBiotope,001341
Habitat,cheese,OntoBiotope,001480
Microorganism,Brevibacterium spp.,NCBI_Taxonomy,1696
Habitat,cheeses from the farmhouses,OntoBiotope,001480
Habitat,farmhouses,OntoBiotope,000583
Habitat,dairies,OntoBiotope,001988
Microorganism,B. linens,NCBI_Taxonomy,1703
Microorganism,B. aurantiacum,NCBI_Taxonomy,273384
Habitat,cheeses from dairies B,OntoBiotope,001480
Habitat,cheeses from dairies C,OntoBiotope,001480
Habitat,dairies,OntoBiotope,001988
Habitat,ripening cultures,OntoBiotope,001030
Habitat,dairy industry,OntoBiotope,001988
Habitat,soil,OntoBiotope,000427
Microorganism,B. permense,NCBI_Taxonomy,234834
Habitat,cheese from dairy A,OntoBiotope,001480
Habitat,dairy,OntoBiotope,001988
Habitat,cheese,OntoBiotope,001480
Microorganism,Corynebacterium spp.,NCBI_Taxonomy,1720
Habitat,surface-ripened cheeses,OntoBiotope,003428
Microorganism,C. casei,NCBI_Taxonomy,160386
Microorganism,C. variabile,NCBI_Taxonomy,1727
Habitat,surfaces of the four cheeses,OntoBiotope,001341
Habitat,cheeses,OntoBiotope,001480
Habitat,cheese,OntoBiotope,003428
Microorganism,Corynebacterium spp.,NCBI_Taxonomy,1716
Habitat,ripening cultures,OntoBiotope,001030
Habitat,surface-ripened cheeses,OntoBiotope,003428
Habitat,Gram-negative bacterial microbiota,OntoBiotope,000113
Phenotype,Gram-negative,OntoBiotope,000648
Microorganism,Proteus vulgaris,NCBI_Taxonomy,585
Microorganism,Alcaligenes faecalis,NCBI_Taxonomy,511
Habitat,cheese from dairy C,OntoBiotope,001480
Habitat,dairy,OntoBiotope,001988
Microorganism,P. vulgaris,NCBI_Taxonomy,585
Habitat,cheese ripening culture,OntoBiotope,001030
Habitat,cheese,OntoBiotope,003428
Microorganism,P. vulgaris,NCBI_Taxonomy,585
Habitat,surface-ripening cultures,OntoBiotope,001030
Microorganism,A. faecalis,NCBI_Taxonomy,511
Habitat,soil,OntoBiotope,000427
Habitat,water,OntoBiotope,000468
Habitat,environments in association with humans,OntoBiotope,000006
Phenotype,non-pathogenic,OntoBiotope,000239
Habitat,Livarot cheese,OntoBiotope,003510
Habitat,marine,OntoBiotope,000338
Microorganism,Marinilactibacillus psychrotolerans,NCBI_Taxonomy,191770
Habitat,cheese,OntoBiotope,001480
Habitat,surface of cheese D,OntoBiotope,001341
Habitat,cheese,OntoBiotope,001480
Habitat,French cheeses,OntoBiotope,001480
Habitat,German cheeses,OntoBiotope,001480
Microorganism,M. psychrotolerans,NCBI_Taxonomy,191770
Microorganism,M. psychrotolerans,NCBI_Taxonomy,191770
Habitat,cheeses,OntoBiotope,001480
Habitat,marine environments,OntoBiotope,000338
Habitat,sea  salt,OntoBiotope,002243
Microorganism,Debaryomyces hansenii,NCBI_Taxonomy,4959
Microorganism,Geotrichum spp.,NCBI_Taxonomy,43987
Habitat,surface-ripened cheeses,OntoBiotope,003428
Microorganism,D. hansenii,NCBI_Taxonomy,4959
Habitat,cheeses from dairies D,OntoBiotope,003428
Habitat,cheeses from dairies C,OntoBiotope,003428
Habitat,dairies,OntoBiotope,001988
Microorganism,Geotrichum spp.,NCBI_Taxonomy,43987
Habitat,cheese from dairy B,OntoBiotope,003428
Habitat,dairy,OntoBiotope,001988
Habitat,cheese from dairy A,OntoBiotope,003428
Habitat,dairy,OntoBiotope,001988
Microorganism,Yarrowia lipolytica,NCBI_Taxonomy,4952
Microorganism,Y. lipolytica,NCBI_Taxonomy,4952
Habitat,cheese,OntoBiotope,003428
Habitat,cheese surfaces,OntoBiotope,001341
Microorganism,D. hansenii,NCBI_Taxonomy,4959
Microorganism,Geotrichum spp.,NCBI_Taxonomy,43987
Phenotype,filamentous,OntoBiotope,000629
Microorganism,Scopulariopsis brevicaulis,NCBI_Taxonomy,561152
Habitat,cheese,OntoBiotope,001480
Microorganism,S. brevicaulis,NCBI_Taxonomy,561152
Habitat,Danish cheese,OntoBiotope,001480
Habitat,cheeses,OntoBiotope,001480
Phenotype,high proteolytic  activity,OntoBiotope,000019
Phenotype,ammonia production,OntoBiotope,000019
Phenotype,production of  arsenical compounds,OntoBiotope,000019
Microorganism,Str. thermophilus,NCBI_Taxonomy,1308
Habitat,cheese,OntoBiotope,001480
Habitat,cheese interiors,OntoBiotope,000373
Microorganism,Vagococcus carniphilus,NCBI_Taxonomy,218144
Microorganism,Psychrobacter spp.,NCBI_Taxonomy,56811
Microorganism,Lb. curvatus,NCBI_Taxonomy,28038
Habitat,cheese surfaces,OntoBiotope,001341
Habitat,cheese,OntoBiotope,001480
Microorganism,Hafnia,NCBI_Taxonomy,568
Microorganism,Enterococcus faecalis,NCBI_Taxonomy,1351
Microorganism,Lactobacillus plantarum,NCBI_Taxonomy,1590
Habitat,cheese,OntoBiotope,001480
Habitat,cheese,OntoBiotope,001480
Microorganism,H. alvei strain B16,NCBI_Taxonomy,569
Microorganism,E. coli O26:H11,NCBI_Taxonomy,244319
Microorganism,H. alvei  B16,NCBI_Taxonomy,569
Habitat,cheese,OntoBiotope,001480
Habitat,dairy,OntoBiotope,001208
Habitat,traditional cheese,OntoBiotope,001480
Phenotype,Gram-negative,OntoBiotope,000648
Microorganism,Pseudoalteromonas haloplanktis,NCBI_Taxonomy,228
Microorganism,Psychrobacter immobilis,NCBI_Taxonomy,498
Habitat,cheese produced through traditional methods,OntoBiotope,001480
Microorganism,Corynebacterium casei,NCBI_Taxonomy,160386
Microorganism,Microbacterium gubbeenense,NCBI_Taxonomy,159896
Microorganism,Arthrobacter arilaitensis,NCBI_Taxonomy,256701
Microorganism,Arthrobacter bergerei,NCBI_Taxonomy,256702
Microorganism,Agrococcus casei,NCBI_Taxonomy,343512
Microorganism,Mycetocola reblochoni,NCBI_Taxonomy,331618
Microorganism,Vibrio casei,NCBI_Taxonomy,673372
Habitat,cheese habitat,OntoBiotope,001480
Habitat,environment of cheese manufacturing,OntoBiotope,003251
Habitat,cheese,OntoBiotope,001480
Microorganism,Arthrobacter,NCBI_Taxonomy,1663
Habitat,cheese,OntoBiotope,001480
Microorganism,Arthrobacter,NCBI_Taxonomy,1663
Habitat,soil,OntoBiotope,000427
Phenotype,ubiquitous,OntoBiotope,000164
Habitat,cheese,OntoBiotope,001480
Habitat,cheese habitat,OntoBiotope,001480
Phenotype,catabolism of D-galactonate,OntoBiotope,000019
Microorganism,Arthrobacter arilaitensis Re117,NCBI_Taxonomy,861360
Microorganism,Streptococcus infantarius,NCBI_Taxonomy,150054
Habitat,Western African fermented milks,OntoBiotope,003146
Microorganism,3AG,NCBI_Taxonomy,1255600
Microorganism,11FA,NCBI_Taxonomy,1255580
Habitat,infant,OntoBiotope,003263
Habitat,infant feces,OntoBiotope,001102
Microorganism,ATCC BAA-102,NCBI_Taxonomy,471872
Microorganism,CJ18,NCBI_Taxonomy,1069533
Habitat,Eastern African  fermented milk,OntoBiotope,003146
Microorganism,Streptococcus infantarius,NCBI_Taxonomy,102684
Phenotype,ability to ferment  lactose,OntoBiotope,000019
Microorganism,CJ18,NCBI_Taxonomy,1069533
Habitat,cheese,OntoBiotope,001480
Habitat,cheese surface samples,OntoBiotope,001341
Habitat,smear-ripened cheese,OntoBiotope,003494
Microorganism,Arthrobacter arilaitensis GMPA29,NCBI_Taxonomy,1255700
Microorganism,Psychrobacter immobilis PG1,NCBI_Taxonomy,1256511
Microorganism,Vibrio litoralis  B4,NCBI_Taxonomy,1255618
Microorganism,Psychrobacter immobilis  PG1,NCBI_Taxonomy,1256511
Habitat,dairy plant,OntoBiotope,001988
Habitat,smear-ripened  cheese,OntoBiotope,003494
Microorganism,strain PG1,NCBI_Taxonomy,1256511
Habitat,cheese,OntoBiotope,003494
Microorganism,Geotrichum candidum CLIB 918,NCBI_Taxonomy,1173061
Microorganism,Debaryomyces hansenii CBS767,NCBI_Taxonomy,284592
Habitat,smear-ripened cheese,OntoBiotope,003494
Habitat,cheese,OntoBiotope,003494
Microorganism,Pseudoalteromonas haloplanktis TAC125,NCBI_Taxonomy,326442
Microorganism,Halomonas sp. 1?M45,NCBI_Taxonomy,1255591
Microorganism,Psychrobacter celer  91,NCBI_Taxonomy,1255614
Microorganism,Halomonas,NCBI_Taxonomy,2745
Habitat,cheese,OntoBiotope,001480
Microorganism,1?M45,NCBI_Taxonomy,1255591
Habitat,smear-ripened cheese,OntoBiotope,003494
Habitat,manufacturing plant,OntoBiotope,003251
Microorganism,Providencia heimbachae  GR4,NCBI_Taxonomy,1255655
Habitat,cheese,OntoBiotope,001480
Microorganism,Penicillium camemberti  FM 013,NCBI_Taxonomy,1429867
Habitat,smear-ripened cheeses,OntoBiotope,003494
Habitat,mould-ripened cheese,OntoBiotope,003492
Habitat,plant,OntoBiotope,003251
Habitat,surface of the blue-veined cheese,OntoBiotope,001341
Habitat,blue-veined cheese,OntoBiotope,003486
Microorganism,Arthrobacter bergerei Ca106,NCBI_Taxonomy,1255621
Habitat,cheeses,OntoBiotope,001480
Microorganism,Psychrobacter,NCBI_Taxonomy,497
Habitat,cheese,OntoBiotope,001480
Habitat,Cheese,OntoBiotope,001480
Habitat,thermophilic lactic starter culture,OntoBiotope,001030
Phenotype,thermophilic,OntoBiotope,000449
Microorganism,Streptococcus thermophilus,NCBI_Taxonomy,1308
Microorganism,Lactobacillus delbrueckii,NCBI_Taxonomy,1584
Phenotype,lactic acid bacteria,OntoBiotope,000019
Habitat,cheeses,OntoBiotope,001480
Microorganism,Lactococcus lactis,NCBI_Taxonomy,1358
Phenotype,lactic acid bacterium,OntoBiotope,000019
Microorganism,Psychrobacter aquimaris,NCBI_Taxonomy,292733
Microorganism,Brachybacterium tyrofermentans,NCBI_Taxonomy,47848
Microorganism,Corynebacterium ammoniagenes,NCBI_Taxonomy,1697
Microorganism,Brevibacterium antiquum,NCBI_Taxonomy,234835
Microorganism,Microbacterium gubbeenense,NCBI_Taxonomy,159896
Microorganism,Brochothrix thermosphacta,NCBI_Taxonomy,2756
Microorganism,Marinilactibacillus psychrotolerans,NCBI_Taxonomy,191770
Habitat,cheeses,OntoBiotope,001480
Habitat,cheese,OntoBiotope,001480
Microorganism,Geotrichum candidum,NCBI_Taxonomy,1173061
Microorganism,Debaryomyces hansenii,NCBI_Taxonomy,4959
Microorganism,Penicillium roqueforti,NCBI_Taxonomy,5082
Microorganism,Leuconostoc,NCBI_Taxonomy,1243
Habitat,cheeses,OntoBiotope,001480
Microorganism,Pseudoalteromonas,NCBI_Taxonomy,53246
Microorganism,Halomonas,NCBI_Taxonomy,2745
Microorganism,Vibrio,NCBI_Taxonomy,662
Microorganism,Marinilactibacillus,NCBI_Taxonomy,191769
Microorganism,Psychrobacter,NCBI_Taxonomy,497
Phenotype,Gram-negative,OntoBiotope,000648
Habitat,cheeses,OntoBiotope,001480
Habitat,cheese rinds,OntoBiotope,001481
Habitat,cheese,OntoBiotope,001480
Microorganism,Lactococcus lactis,NCBI_Taxonomy,1358
Microorganism,Lactococcus garvieae,NCBI_Taxonomy,1363
Microorganism,Leuconostoc pseudomesenteroides,NCBI_Taxonomy,33968
Microorganism,Leuconostoc  citreum,NCBI_Taxonomy,33964
Microorganism,Lactobacillus sp,NCBI_Taxonomy,1591
Microorganism,Carnobacterium mobile,NCBI_Taxonomy,2750
Microorganism,Enterococcus faecalis,NCBI_Taxonomy,1351
Microorganism,Enterococcus faecium,NCBI_Taxonomy,1352
Microorganism,Macrococcus caseolyticus,NCBI_Taxonomy,69966
Microorganism,Hafnia alvei,NCBI_Taxonomy,569
Microorganism,STEC O26:H11,NCBI_Taxonomy,244319
Phenotype,STEC,OntoBiotope,000019
Microorganism,STEC O157:H7,NCBI_Taxonomy,83334
Phenotype,STEC,OntoBiotope,000019
Habitat,pasteurized milk cheeses,OntoBiotope,001480
Habitat,pasteurized milk cheeses,OntoBiotope,002173
Habitat,pasteurized milk,OntoBiotope,001645
Habitat,pasteurized milk,OntoBiotope,002173
Microorganism,H.?alvei,NCBI_Taxonomy,569
Microorganism,Lactobacillus plantarum,NCBI_Taxonomy,1590
Microorganism,Lc. lactis,NCBI_Taxonomy,1358
Habitat,milk,OntoBiotope,001645
Microorganism,STEC O26:H11,NCBI_Taxonomy,244319
Microorganism,STEC O157:H7,NCBI_Taxonomy,83334
Phenotype,STEC,OntoBiotope,000019
Habitat,ripened cheese,OntoBiotope,003428
Microorganism,Ln. pseudomesenteroides (M7),NCBI_Taxonomy,33968
Microorganism,Ln. citreum (M2),NCBI_Taxonomy,33964
Microorganism,Lb. plantarum (FH3),NCBI_Taxonomy,1590
Microorganism,M.?caseolyticus (RP8),NCBI_Taxonomy,69966
Microorganism,Listeria?monocytogenes,NCBI_Taxonomy,1639
Microorganism,H.?alvei,NCBI_Taxonomy,569
Microorganism,STEC O26:H11,NCBI_Taxonomy,244319
Phenotype,STEC,OntoBiotope,000019
Habitat,uncooked pressed model cheese,OntoBiotope,001480
Habitat,Cheeses,OntoBiotope,001480
Microorganism,Lb. plantarum (FH3),NCBI_Taxonomy,1590
Microorganism,H.?alvei (B16),NCBI_Taxonomy,569
Microorganism,Lc. lactis (D5.3),NCBI_Taxonomy,1358
Phenotype,dextran-producing,OntoBiotope,000019
Microorganism,Leuconostoc,NCBI_Taxonomy,1243
Microorganism,Lactococcus,NCBI_Taxonomy,1357
Microorganism,Lactobacillus,NCBI_Taxonomy,1578
Microorganism,Pseudomonas,NCBI_Taxonomy,286
Phenotype,Gram negative,OntoBiotope,000648
Microorganism,Pseudomonas,NCBI_Taxonomy,286
Phenotype,Gram positive,OntoBiotope,000649
Phenotype,catalase positive,OntoBiotope,000222
Habitat,cheese,OntoBiotope,001480
Microorganism,H.?alvei (B16),NCBI_Taxonomy,569
Habitat,cheeses,OntoBiotope,001480
Habitat,dairy product,OntoBiotope,001208
Phenotype,production of exopolysaccharides,OntoBiotope,000019
Phenotype,LAB,OntoBiotope,000019
Microorganism,Streptococcus thermophilus,NCBI_Taxonomy,1308
Microorganism,Lactobacillus plantarum,NCBI_Taxonomy,1590
Microorganism,Lactococcus lactis,NCBI_Taxonomy,1358
Microorganism,Pediococcus damnsosus,NCBI_Taxonomy,51663
Microorganism,L. plantarum WCFS1,NCBI_Taxonomy,220668
Phenotype,surface polysaccharide production,OntoBiotope,000019
Microorganism,L. lactis,NCBI_Taxonomy,1358
Microorganism,Streptococcus pneumoniae,NCBI_Taxonomy,1313
Microorganism,Lactobacillus rhamnosus,NCBI_Taxonomy,47715
Phenotype,LAB,OntoBiotope,000019
Phenotype,EPS production,OntoBiotope,000019
Phenotype,LAB,OntoBiotope,000019
Phenotype,LAB,OntoBiotope,000019
Phenotype,yield of heteropolysaccharides,OntoBiotope,000019
Phenotype,EPS producers,OntoBiotope,000019
Microorganism,L. rhamnosus RW-9595M,NCBI_Taxonomy,47715
Microorganism,Lactobacillus kefiranofaciens WT-2B,NCBI_Taxonomy,267818
Microorganism,L. lactis subsp. cremoris,NCBI_Taxonomy,1359
Microorganism,S. thermophilus,NCBI_Taxonomy,1308
Microorganism,Lactobacillus delbrueckii subsp. bulgaricus,NCBI_Taxonomy,1585
Microorganism,Lactobacillus casei,NCBI_Taxonomy,1582
Microorganism,L. plantarum,NCBI_Taxonomy,1590
Phenotype,¦Â-glucan produced,OntoBiotope,000019
Microorganism,P. parvulus,NCBI_Taxonomy,54062
Microorganism,Lactobacillus paracasei,NCBI_Taxonomy,1597
Habitat,gastrointestinal,OntoBiotope,000641
Habitat,gastric,OntoBiotope,001792
